Category,Location,Headline,Row
Natural Disasters,Rabat,"An earthquake struck Rabat, causing widespread damage.",356
Natural Disasters,Fes,"An earthquake struck Fes, causing widespread damage.",357
Natural Disasters,Monaco,"An earthquake struck Monaco, causing widespread damage.",358
Natural Disasters,Monte Carlo,"An earthquake struck Monte Carlo, causing widespread damage.",359
Natural Disasters,La Condamine,"An earthquake struck La Condamine, causing widespread damage.",360
Natural Disasters,Chisinau,"An earthquake struck Chisinau, causing widespread damage.",361
Natural Disasters,Tiraspol,"An earthquake struck Tiraspol, causing widespread damage.",362
Natural Disasters,Bălţi,"An earthquake struck Bălţi, causing widespread damage.",363
Natural Disasters,Antananarivo,"An earthquake struck Antananarivo, causing widespread damage.",364
Natural Disasters,Toamasina,"An earthquake struck Toamasina, causing widespread damage.",365
Natural Disasters,Antsirabe,"An earthquake struck Antsirabe, causing widespread damage.",366
Natural Disasters,Malé,"An earthquake struck Malé, causing widespread damage.",367
Natural Disasters,Fuvahmulah,"An earthquake struck Fuvahmulah, causing widespread damage.",368
Natural Disasters,Hithadhoo,"An earthquake struck Hithadhoo, causing widespread damage.",369
Natural Disasters,Mexico City,"An earthquake struck Mexico City, causing widespread damage.",370
Natural Disasters,Tijuana,"An earthquake struck Tijuana, causing widespread damage.",371
Natural Disasters,Iztapalapa,"An earthquake struck Iztapalapa, causing widespread damage.",372
Natural Disasters,Majuro,"An earthquake struck Majuro, causing widespread damage.",373
Natural Disasters,Ebaye,"An earthquake struck Ebaye, causing widespread damage.",374
Natural Disasters,Arno,"An earthquake struck Arno, causing widespread damage.",375
Natural Disasters,Skopje,"An earthquake struck Skopje, causing widespread damage.",376
Natural Disasters,Kumanovo,"An earthquake struck Kumanovo, causing widespread damage.",377
Natural Disasters,Prilep,"An earthquake struck Prilep, causing widespread damage.",378
Natural Disasters,Bamako,"An earthquake struck Bamako, causing widespread damage.",379
Natural Disasters,Sikasso,"An earthquake struck Sikasso, causing widespread damage.",380
Natural Disasters,Koutiala,"An earthquake struck Koutiala, causing widespread damage.",381
Natural Disasters,San Pawl il-Baħar,"An earthquake struck San Pawl il-Baħar, causing widespread damage.",382
Natural Disasters,Birkirkara,"An earthquake struck Birkirkara, causing widespread damage.",383
Natural Disasters,Mosta,"An earthquake struck Mosta, causing widespread damage.",384
Natural Disasters,Yangon,"An earthquake struck Yangon, causing widespread damage.",385
Natural Disasters,Mandalay,"An earthquake struck Mandalay, causing widespread damage.",386
Natural Disasters,Nay Pyi Taw,"An earthquake struck Nay Pyi Taw, causing widespread damage.",387
Natural Disasters,Podgorica,"An earthquake struck Podgorica, causing widespread damage.",388
Natural Disasters,Nikšić,"An earthquake struck Nikšić, causing widespread damage.",389
Natural Disasters,Herceg Novi,"An earthquake struck Herceg Novi, causing widespread damage.",390
Natural Disasters,Ulaanbaatar,"An earthquake struck Ulaanbaatar, causing widespread damage.",391
Natural Disasters,Erdenet,"An earthquake struck Erdenet, causing widespread damage.",392
Natural Disasters,Darkhan,"An earthquake struck Darkhan, causing widespread damage.",393
Natural Disasters,Saipan,"An earthquake struck Saipan, causing widespread damage.",394
Natural Disasters,San Jose,"An earthquake struck San Jose, causing widespread damage.",395
Natural Disasters,China Town Village,"An earthquake struck China Town Village, causing widespread damage.",396
Natural Disasters,Maputo,"An earthquake struck Maputo, causing widespread damage.",397
Natural Disasters,Matola,"An earthquake struck Matola, causing widespread damage.",398
Natural Disasters,Nampula,"An earthquake struck Nampula, causing widespread damage.",399
Natural Disasters,Nouakchott,"An earthquake struck Nouakchott, causing widespread damage.",400
Natural Disasters,Nouadhibou,"An earthquake struck Nouadhibou, causing widespread damage.",401
Natural Disasters,Kiffa,"An earthquake struck Kiffa, causing widespread damage.",402
Natural Disasters,Port Louis,"An earthquake struck Port Louis, causing widespread damage.",403
Natural Disasters,Vacoas,"An earthquake struck Vacoas, causing widespread damage.",404
Natural Disasters,Beau Bassin-Rose Hill,"An earthquake struck Beau Bassin-Rose Hill, causing widespread damage.",405
Natural Disasters,Lilongwe,"An earthquake struck Lilongwe, causing widespread damage.",406
Natural Disasters,Blantyre,"An earthquake struck Blantyre, causing widespread damage.",407
Natural Disasters,Mzuzu,"An earthquake struck Mzuzu, causing widespread damage.",408
Natural Disasters,Kuala Lumpur,"An earthquake struck Kuala Lumpur, causing widespread damage.",409
Natural Disasters,Petaling Jaya,"An earthquake struck Petaling Jaya, causing widespread damage.",410
Natural Disasters,Klang,"An earthquake struck Klang, causing widespread damage.",411
Natural Disasters,Windhoek,"An earthquake struck Windhoek, causing widespread damage.",412
Natural Disasters,Rundu,"An earthquake struck Rundu, causing widespread damage.",413
Natural Disasters,Walvis Bay,"An earthquake struck Walvis Bay, causing widespread damage.",414
Natural Disasters,Noumea,"An earthquake struck Noumea, causing widespread damage.",415
Natural Disasters,Mont-Dore,"An earthquake struck Mont-Dore, causing widespread damage.",416
Natural Disasters,Dumbéa,"An earthquake struck Dumbéa, causing widespread damage.",417
Natural Disasters,Niamey,"An earthquake struck Niamey, causing widespread damage.",418
Natural Disasters,Maradi,"An earthquake struck Maradi, causing widespread damage.",419
Natural Disasters,Zinder,"An earthquake struck Zinder, causing widespread damage.",420
Natural Disasters,Lagos,"An earthquake struck Lagos, causing widespread damage.",421
Natural Disasters,Kano,"An earthquake struck Kano, causing widespread damage.",422
Natural Disasters,Ibadan,"An earthquake struck Ibadan, causing widespread damage.",423
Natural Disasters,Managua,"An earthquake struck Managua, causing widespread damage.",424
Natural Disasters,León,"An earthquake struck León, causing widespread damage.",425
Natural Disasters,Masaya,"An earthquake struck Masaya, causing widespread damage.",426
Natural Disasters,Amsterdam,"An earthquake struck Amsterdam, causing widespread damage.",427
Natural Disasters,Rotterdam,"An earthquake struck Rotterdam, causing widespread damage.",428
Natural Disasters,The Hague,"An earthquake struck The Hague, causing widespread damage.",429
Natural Disasters,Oslo,"An earthquake struck Oslo, causing widespread damage.",430
Natural Disasters,Bergen,"An earthquake struck Bergen, causing widespread damage.",431
Natural Disasters,Trondheim,"An earthquake struck Trondheim, causing widespread damage.",432
Natural Disasters,Kathmandu,"An earthquake struck Kathmandu, causing widespread damage.",433
Natural Disasters,Bharatpur,"An earthquake struck Bharatpur, causing widespread damage.",434
Natural Disasters,Patan,"An earthquake struck Patan, causing widespread damage.",435
Natural Disasters,Arijejen,"An earthquake struck Arijejen, causing widespread damage.",436
Natural Disasters,Denigomodu,"An earthquake struck Denigomodu, causing widespread damage.",437
Natural Disasters,Menen,"An earthquake struck Menen, causing widespread damage.",438
Natural Disasters,Auckland,"An earthquake struck Auckland, causing widespread damage.",439
Natural Disasters,Christchurch,"An earthquake struck Christchurch, causing widespread damage.",440
Natural Disasters,Wellington,"An earthquake struck Wellington, causing widespread damage.",441
Natural Disasters,Muscat,"An earthquake struck Muscat, causing widespread damage.",442
Natural Disasters,Seeb,"An earthquake struck Seeb, causing widespread damage.",443
Natural Disasters,Bawshar,"An earthquake struck Bawshar, causing widespread damage.",444
Natural Disasters,Lahore,"An earthquake struck Lahore, causing widespread damage.",445
Natural Disasters,Karachi,"An earthquake struck Karachi, causing widespread damage.",446
Natural Disasters,Peshawar,"An earthquake struck Peshawar, causing widespread damage.",447
Natural Disasters,Panama City,"An earthquake struck Panama City, causing widespread damage.",448
Natural Disasters,San Miguelito,"An earthquake struck San Miguelito, causing widespread damage.",449
Natural Disasters,Juan Díaz,"An earthquake struck Juan Díaz, causing widespread damage.",450
Natural Disasters,Lima,"An earthquake struck Lima, causing widespread damage.",451
Natural Disasters,Callao,"An earthquake struck Callao, causing widespread damage.",452
Natural Disasters,Arequipa,"An earthquake struck Arequipa, causing widespread damage.",453
Natural Disasters,Quezon City,"An earthquake struck Quezon City, causing widespread damage.",454
Natural Disasters,Davao City,"An earthquake struck Davao City, causing widespread damage.",455
Natural Disasters,Caloocan City,"An earthquake struck Caloocan City, causing widespread damage.",456
Natural Disasters,Koror,"An earthquake struck Koror, causing widespread damage.",457
Natural Disasters,Koror Town,"An earthquake struck Koror Town, causing widespread damage.",458
Natural Disasters,Medalaii Hamlet,"An earthquake struck Medalaii Hamlet, causing widespread damage.",459
Natural Disasters,Port Moresby,"An earthquake struck Port Moresby, causing widespread damage.",460
Natural Disasters,Lae,"An earthquake struck Lae, causing widespread damage.",461
Natural Disasters,Arawa,"An earthquake struck Arawa, causing widespread damage.",462
Natural Disasters,Warsaw,"An earthquake struck Warsaw, causing widespread damage.",463
Natural Disasters,Lodz,"An earthquake struck Lodz, causing widespread damage.",464
Natural Disasters,Krakow,"An earthquake struck Krakow, causing widespread damage.",465
Natural Disasters,San Juan,"An earthquake struck San Juan, causing widespread damage.",466
Natural Disasters,Bayamón,"An earthquake struck Bayamón, causing widespread damage.",467
Natural Disasters,Carolina,"An earthquake struck Carolina, causing widespread damage.",468
Natural Disasters,Pyongyang,"An earthquake struck Pyongyang, causing widespread damage.",469
Natural Disasters,Hamhung,"An earthquake struck Hamhung, causing widespread damage.",470
Natural Disasters,Namp’o,"An earthquake struck Namp’o, causing widespread damage.",471
Natural Disasters,Lisbon,"An earthquake struck Lisbon, causing widespread damage.",472
Natural Disasters,Porto,"An earthquake struck Porto, causing widespread damage.",473
Natural Disasters,Amadora,"An earthquake struck Amadora, causing widespread damage.",474
Natural Disasters,Asunción,"An earthquake struck Asunción, causing widespread damage.",475
Natural Disasters,Ciudad del Este,"An earthquake struck Ciudad del Este, causing widespread damage.",476
Natural Disasters,San Lorenzo,"An earthquake struck San Lorenzo, causing widespread damage.",477
Natural Disasters,East Jerusalem,"An earthquake struck East Jerusalem, causing widespread damage.",478
Natural Disasters,Gaza,"An earthquake struck Gaza, causing widespread damage.",479
Natural Disasters,Khan Yunis,"An earthquake struck Khan Yunis, causing widespread damage.",480
Natural Disasters,Faaa,"An earthquake struck Faaa, causing widespread damage.",481
Natural Disasters,Papeete,"An earthquake struck Papeete, causing widespread damage.",482
Natural Disasters,Punaauia,"An earthquake struck Punaauia, causing widespread damage.",483
Natural Disasters,Doha,"An earthquake struck Doha, causing widespread damage.",484
Natural Disasters,Al Rayyan,"An earthquake struck Al Rayyan, causing widespread damage.",485
Natural Disasters,Al Maţār al ‘Atīq,"An earthquake struck Al Maţār al ‘Atīq, causing widespread damage.",486
Natural Disasters,Bucharest,"An earthquake struck Bucharest, causing widespread damage.",487
Natural Disasters,Sector 3,"An earthquake struck Sector 3, causing widespread damage.",488
Natural Disasters,Iași,"An earthquake struck Iași, causing widespread damage.",489
Natural Disasters,Moscow,"An earthquake struck Moscow, causing widespread damage.",490
Natural Disasters,St Petersburg,"An earthquake struck St Petersburg, causing widespread damage.",491
Natural Disasters,Novosibirsk,"An earthquake struck Novosibirsk, causing widespread damage.",492
Natural Disasters,Kigali,"An earthquake struck Kigali, causing widespread damage.",493
